Course Prefix,Student,Grade
ASM 246,student-00-100,0.85
ASM 246,student-00-202,0.89
ASM 246,student-00-209,0.84
ASM 246,student-00-226,0.8
ASM 246,student-00-275,0.92
ASM 246,student-00-304,0.76
ASM 246,student-00-366,0.82
ASM 246,student-01-143,0.79
ASM 246,student-01-212,0.78
ASM 246,student-01-254,0.84
ASM 246,student-01-261,0.81
ASM 246,student-01-275,0.92
ASM 246,student-01-304,0.83
ASM 246,student-01-356,0.94
ASM 246,student-02-175,0.85
ASM 246,student-02-181,0.87
ASM 246,student-02-193,0.81
ASM 246,student-02-253,0.83
ASM 246,student-03-13,0.79
ASM 246,student-03-168,0.86
ASM 246,student-03-190,0.76
ASM 246,student-03-199,0.92
ASM 246,student-03-241,0.9
ASM 246,student-03-263,0.82
ASM 246,student-03-280,0.91
ASM 246,student-03-314,0.9
ASM 246,student-04-12,0.74
ASM 246,student-04-156,0.95
ASM 246,student-04-194,0.89
ASM 246,student-04-218,0.82
ASM 246,student-04-226,0.87
ASM 246,student-05-129,0.86
ASM 246,student-05-190,0.79
ASM 246,student-05-270,0.94
ASM 246,student-05-293,0.95
ASM 246,student-06-227,0.79
ASM 246,student-06-353,0.91
ASM 246,student-07-220,0.89
ASM 246,student-07-241,0.81
ASM 246,student-07-253,0.84
ASM 246,student-07-280,0.88
ASM 246,student-07-294,0.92
ASM 246,student-07-371,0.92
ASM 246,student-07-377,0.71
ASM 246,student-08-205,0.93
ASM 246,student-08-208,0.78
ASM 246,student-08-267,0.93
ASM 246,student-08-326,0.92
ASM 246,student-09-186,0.75
ASM 246,student-09-221,0.95
ASM 246,student-09-262,0.89
ASM 246,student-10-129,0.84
ASM 246,student-10-183,0.86
ASM 246,student-10-225,0.82
ASM 246,student-10-248,0.83
ASM 246,student-10-254,0.86
ASM 246,student-10-260,0.83
ASM 246,student-11-153,0.75
ASM 246,student-11-155,0.93
ASM 246,student-11-228,0.85
ASM 246,student-11-241,0.83
ASM 246,student-11-272,0.84
ASM 246,student-12-120,0.97
ASM 246,student-12-223,0.72
ASM 246,student-12-251,0.92
ASM 246,student-12-275,0.82
ASM 246,student-12-377,0.9
ASM 246,student-13-288,0.81
ASM 246,student-13-301,0.88
ASM 246,student-13-305,0.81
ASM 246,student-13-355,0.94
ASM 246,student-14-100,0.81
ASM 246,student-14-205,0.92
ASM 246,student-14-260,0.97
ASM 246,student-14-291,0.8
ASM 246,student-15-164,0.85
ASM 246,student-15-200,0.93
ASM 246,student-15-299,0.85
ASM 246,student-15-300,0.88
ASM 246,student-15-326,0.84
ASM 246,student-16-100,0.78
ASM 246,student-16-200,0.8
ASM 246,student-16-243,0.81
ASM 246,student-16-253,0.89
ASM 246,student-16-260,0.82
ASM 246,student-16-280,0.81
ASM 246,student-16-352,0.82
ASM 246,student-16-362,0.91
ASM 246,student-16-371,0.94
ASM 246,student-17-226,0.79
ASM 246,student-17-247,0.78
ASM 246,student-17-254,0.8
ASM 246,student-18-199,0.79
ASM 246,student-18-210,0.89
ASM 246,student-18-256,0.78
ASM 246,student-18-259,0.82
ASM 246,student-18-260,0.93
ASM 246,student-18-265,0.89
ASM 246,student-18-380,0.88
ASM 246,student-19-146,0.84
ASM 246,student-19-183,0.82
ASM 246,student-19-205,0.74
ASM 246,student-19-219,0.9
ASM 246,student-19-226,0.84
ASM 246,student-19-307,0.82
ASM 246,student-20-182,0.75
ASM 246,student-20-183,0.71
ASM 246,student-20-226,0.91
ASM 246,student-20-258,0.84
ASM 246,student-20-327,0.8
ASM 246,student-21-182,0.91
ASM 246,student-21-196,0.76
ASM 246,student-21-224,0.82
ASM 246,student-21-234,0.8
ASM 246,student-21-261,0.83
ASM 246,student-21-262,0.83
ASM 246,student-21-284,0.75
ASM 246,student-21-304,0.81
ASM 246,student-22-120,0.77
ASM 246,student-22-206,0.9
ASM 246,student-22-267,0.93
ASM 246,student-22-278,0.83
ASM 246,student-23-179,0.88
ASM 246,student-23-192,0.89
ASM 246,student-23-227,0.87
ASM 246,student-23-244,0.81
ASM 246,student-23-276,0.82
ASM 246,student-23-298,0.86
ASM 246,student-23-329,0.92
ASM 246,student-24-208,0.82
ASM 246,student-24-218,0.85
ASM 246,student-24-253,0.85
ASM 246,student-24-294,0.84
ASM 246,student-25-150,0.86
ASM 246,student-25-153,0.8
ASM 246,student-25-222,0.79
ASM 246,student-25-289,0.87
ASM 246,student-25-327,0.9
ASM 246,student-26-242,0.84
ASM 246,student-26-250,0.73
ASM 246,student-26-252,0.9
ASM 246,student-26-257,0.86
ASM 246,student-26-269,0.89
ASM 246,student-26-297,0.97
ASM 246,student-27-299,0.82
ASM 246,student-28-131,0.87
ASM 246,student-28-174,0.84
ASM 246,student-28-233,0.9
ASM 246,student-28-359,0.81
ASM 246,student-28-374,0.85
ASM 246,student-29-178,0.74
ASM 246,student-29-235,0.82
ASM 246,student-29-237,0.87
ASM 246,student-29-365,0.83
ASM 246,student-30-124,0.85
ASM 246,student-30-13,0.87
ASM 246,student-30-177,0.84
ASM 246,student-30-205,0.89
ASM 246,student-30-274,0.88
ASM 246,student-30-286,0.85
ASM 246,student-31-129,0.9
ASM 246,student-31-251,0.91
ASM 246,student-31-252,0.92
ASM 246,student-31-313,0.83
ASM 246,student-31-331,0.85
ASM 246,student-31-369,0.98
ASM 246,student-32-131,0.89
ASM 246,student-32-191,0.81
ASM 246,student-32-208,0.91
ASM 246,student-32-259,0.94
ASM 246,student-32-263,0.88
ASM 246,student-32-352,0.86
ASM 246,student-33-108,0.91
ASM 246,student-33-165,0.83
ASM 246,student-33-186,0.76
ASM 246,student-33-195,0.78
ASM 246,student-33-206,0.85
ASM 246,student-33-222,0.78
ASM 246,student-33-368,0.89
ASM 246,student-33-370,0.83
ASM 246,student-34-13,0.81
ASM 246,student-34-164,0.91
ASM 246,student-34-181,0.87
ASM 246,student-34-199,0.74
ASM 246,student-34-247,0.75
ASM 246,student-34-280,0.86
ASM 246,student-34-332,0.85
ASM 246,student-34-352,0.78
ASM 246,student-36-195,0.99
ASM 246,student-36-223,0.88
ASM 246,student-36-237,0.92
ASM 246,student-36-268,0.87
ASM 246,student-37-149,0.89
ASM 246,student-37-152,0.94
ASM 246,student-37-209,0.82
ASM 246,student-37-213,0.72
ASM 246,student-37-227,0.88
ASM 246,student-37-241,0.78
ASM 246,student-37-287,0.77
ASM 246,student-37-364,0.84
ASM 246,student-37-374,0.83
ASM 246,student-38-169,0.91
ASM 246,student-38-177,0.83
ASM 246,student-38-192,0.86
ASM 246,student-38-234,0.91
ASM 246,student-38-298,0.86
ASM 246,student-38-333,0.88
ASM 246,student-39-135,0.85
ASM 246,student-39-174,0.82
ASM 246,student-39-185,0.76
ASM 246,student-39-227,0.88
ASM 246,student-39-277,0.94
ASM 246,student-39-322,0.96
ASM 246,student-40-193,0.81
ASM 246,student-40-206,0.86
ASM 246,student-40-207,0.81
ASM 246,student-40-266,0.72
ASM 246,student-40-267,0.83
ASM 246,student-40-289,0.8
ASM 246,student-40-298,0.87
ASM 246,student-40-352,0.81
ASM 246,student-40-355,0.9
ASM 246,student-41-123,0.88
ASM 246,student-41-169,0.81
ASM 246,student-41-207,0.84
ASM 246,student-41-211,0.8
ASM 246,student-41-233,0.89
ASM 246,student-42-132,0.8
ASM 246,student-42-169,0.93
ASM 246,student-42-184,0.86
ASM 246,student-42-195,0.74
ASM 246,student-42-199,0.87
ASM 246,student-42-228,0.89
ASM 246,student-42-265,0.97
ASM 246,student-42-287,0.85
ASM 246,student-42-321,0.78
ASM 246,student-42-368,0.91
ASM 246,student-43-169,0.71
ASM 246,student-43-227,0.84
ASM 246,student-44-192,0.87
ASM 246,student-44-216,0.86
ASM 246,student-44-260,0.85
ASM 246,student-44-266,0.8
ASM 246,student-44-292,0.9
ASM 246,student-45-226,0.83
ASM 246,student-45-235,0.91
ASM 246,student-45-252,0.98
ASM 246,student-45-253,0.72
ASM 246,student-45-254,0.89
ASM 246,student-45-256,0.9
ASM 246,student-45-288,0.87
ASM 246,student-45-296,0.91
ASM 246,student-45-352,0.9
ASM 246,student-46-195,0.9
ASM 246,student-46-282,0.91
ASM 246,student-46-370,0.87
ASM 246,student-47-133,0.86
ASM 246,student-47-187,0.88
ASM 246,student-47-206,0.75
ASM 246,student-47-253,0.91
ASM 246,student-47-380,0.83
ASM 246,student-48-181,0.83
ASM 246,student-49-127,0.82
ASM 246,student-49-150,0.87
ASM 246,student-49-187,0.88
ASM 246,student-49-249,0.84
ASM 246,student-50-129,0.95
ASM 246,student-50-151,0.98
ASM 246,student-50-240,0.81
ASM 246,student-50-253,0.73
ASM 246,student-50-262,0.85
ASM 246,student-50-354,0.77
ASM 246,student-50-366,0.75
ASM 246,student-51-169,0.75
ASM 246,student-51-246,0.7
ASM 246,student-51-312,0.88
ASM 246,student-51-351,0.95
ASM 246,student-51-380,0.86
ASM 246,student-52-184,0.87
ASM 246,student-52-191,0.88
ASM 246,student-52-195,0.86
ASM 246,student-52-217,0.8
ASM 246,student-52-227,0.88
ASM 246,student-52-240,0.85
ASM 246,student-53-131,0.93
ASM 246,student-53-152,0.84
ASM 246,student-53-162,0.81
ASM 246,student-53-277,0.95
ASM 246,student-54-261,0.85
ASM 246,student-54-301,0.89
ASM 246,student-54-374,0.93
ASM 246,student-55-253,0.93
ASM 246,student-55-296,0.85
ASM 246,student-56-15,0.83
ASM 246,student-56-223,0.81
ASM 246,student-56-259,0.87
ASM 246,student-56-267,0.81
ASM 246,student-56-275,0.79
ASM 246,student-56-277,0.84
ASM 246,student-57-128,0.88
ASM 246,student-57-161,0.81
ASM 246,student-57-169,0.83
ASM 246,student-57-229,0.83
ASM 246,student-57-349,0.91
ASM 246,student-58-165,0.91
ASM 246,student-58-182,0.82
ASM 246,student-58-231,0.85
ASM 246,student-58-246,0.82
ASM 246,student-58-291,0.88
ASM 246,student-58-313,0.79
ASM 246,student-58-368,0.85
ASM 246,student-59-215,0.82
ASM 246,student-59-248,0.87
ASM 246,student-59-260,0.83
ASM 246,student-59-266,0.83
ASM 246,student-59-277,0.85
ASM 246,student-59-369,0.91
ASM 246,student-60-139,0.83
ASM 246,student-60-188,0.9
ASM 246,student-60-263,0.84
ASM 246,student-60-385,0.86
ASM 246,student-61-193,0.9
ASM 246,student-61-251,0.86
ASM 246,student-62-155,0.93
ASM 246,student-62-185,0.88
ASM 246,student-62-194,0.84
ASM 246,student-62-214,0.96
ASM 246,student-62-248,0.94
ASM 246,student-62-259,0.93
ASM 246,student-62-284,0.89
ASM 246,student-62-308,0.89
ASM 246,student-62-309,0.77
ASM 246,student-62-374,0.9
ASM 246,student-63-140,0.93
ASM 246,student-63-167,0.92
ASM 246,student-63-193,0.79
ASM 246,student-63-218,0.87
ASM 246,student-63-223,0.87
ASM 246,student-63-257,0.97
ASM 246,student-63-321,0.95
ASM 246,student-64-236,0.77
ASM 246,student-64-254,0.91
ASM 246,student-64-289,0.89
ASM 246,student-64-303,0.89
ASM 246,student-64-364,0.71
ASM 246,student-65-113,0.79
ASM 246,student-65-118,0.75
ASM 246,student-65-137,0.84
ASM 246,student-65-177,0.88
ASM 246,student-65-178,0.93
ASM 246,student-65-291,0.89
ASM 246,student-66-227,0.82
ASM 246,student-66-233,0.87
ASM 246,student-66-244,0.85
ASM 246,student-66-259,0.73
ASM 246,student-66-331,0.91
ASM 246,student-67-143,0.88
ASM 246,student-67-176,0.86
ASM 246,student-67-235,0.8
ASM 246,student-67-303,0.82
ASM 246,student-67-322,0.79
ASM 246,student-68-140,0.86
ASM 246,student-68-218,0.79
ASM 246,student-68-257,0.89
ASM 246,student-68-355,0.86
ASM 246,student-69-153,0.86
ASM 246,student-69-187,0.9
ASM 246,student-69-230,0.87
ASM 246,student-69-231,0.86
ASM 246,student-70-195,0.82
ASM 246,student-70-210,0.82
ASM 246,student-70-240,0.87
ASM 246,student-71-247,0.87
ASM 246,student-71-355,0.84
ASM 246,student-71-356,0.85
ASM 246,student-72-206,0.86
ASM 246,student-72-215,0.78
ASM 246,student-72-248,0.84
ASM 246,student-72-284,0.91
ASM 246,student-72-322,0.94
ASM 246,student-72-366,0.87
ASM 246,student-72-370,0.95
ASM 246,student-73-131,0.87
ASM 246,student-73-257,0.86
ASM 246,student-73-262,0.86
ASM 246,student-73-272,0.88
ASM 246,student-73-328,0.81
ASM 246,student-73-370,0.88
ASM 246,student-74-187,0.72
ASM 246,student-74-198,0.86
ASM 246,student-74-213,0.89
ASM 246,student-74-249,0.85
ASM 246,student-74-361,0.8
ASM 246,student-74-366,0.89
ASM 246,student-74-368,0.81
ASM 246,student-75-264,0.78
ASM 246,student-75-295,0.95
ASM 246,student-76-187,0.79
ASM 246,student-76-236,0.81
ASM 246,student-76-265,0.81
ASM 246,student-76-267,0.89
ASM 246,student-77-112,0.77
ASM 246,student-77-166,0.82
ASM 246,student-77-172,0.82
ASM 246,student-77-271,0.9
ASM 246,student-77-288,0.94
ASM 246,student-78-176,0.9
ASM 246,student-78-206,0.8
ASM 246,student-78-224,0.75
ASM 246,student-78-262,0.88
ASM 246,student-78-266,0.87
ASM 246,student-79-216,0.87
ASM 246,student-79-253,0.77
ASM 246,student-79-260,0.81
ASM 246,student-79-370,0.87
ASM 246,student-80-260,0.86
ASM 246,student-80-279,0.87
ASM 246,student-81-210,0.88
ASM 246,student-81-212,0.94
ASM 246,student-81-214,0.71
ASM 246,student-81-227,0.76
ASM 246,student-81-355,0.91
ASM 246,student-82-136,0.83
ASM 246,student-82-210,0.87
ASM 246,student-82-99,0.87
ASM 246,student-83-111,0.87
ASM 246,student-83-136,0.86
ASM 246,student-83-195,0.74
ASM 246,student-83-225,0.91
ASM 246,student-83-229,0.9
ASM 246,student-83-240,0.85
ASM 246,student-83-246,0.86
ASM 246,student-84-123,0.89
ASM 246,student-84-226,0.77
ASM 246,student-84-232,0.79
ASM 246,student-84-256,0.81
ASM 246,student-84-263,0.89
ASM 246,student-85-166,0.73
ASM 246,student-85-256,0.9
ASM 246,student-85-284,0.82
ASM 246,student-86-149,0.87
ASM 246,student-86-181,0.9
ASM 246,student-86-206,0.94
ASM 246,student-86-248,0.82
ASM 246,student-86-254,0.82
ASM 246,student-86-262,0.76
ASM 246,student-86-276,0.92
ASM 246,student-86-320,0.8
ASM 246,student-87-15,0.86
ASM 246,student-87-161,0.96
ASM 246,student-87-235,0.86
ASM 246,student-88-104,0.82
ASM 246,student-88-132,0.87
ASM 246,student-88-162,0.87
ASM 246,student-88-193,0.84
ASM 246,student-88-270,0.87
ASM 246,student-88-300,0.95
ASM 246,student-88-370,0.91
ASM 246,student-89-186,0.83
ASM 246,student-89-220,0.77
ASM 246,student-89-271,0.86
ASM 246,student-89-278,0.7
ASM 246,student-89-298,0.88
ASM 246,student-90-162,0.8
ASM 246,student-90-204,0.77
ASM 246,student-90-256,0.8
ASM 246,student-90-300,0.89
ASM 246,student-91-218,0.81
ASM 246,student-91-259,0.91
ASM 246,student-91-267,0.91
ASM 246,student-91-283,0.85
ASM 246,student-91-318,0.84
ASM 246,student-91-361,0.88
ASM 246,student-92-14,0.86
ASM 246,student-92-200,0.89
ASM 246,student-92-283,0.93
ASM 246,student-92-371,0.91
ASM 246,student-93-118,0.89
ASM 246,student-93-126,0.92
ASM 246,student-93-162,0.82
ASM 246,student-93-192,0.82
ASM 246,student-93-206,0.81
ASM 246,student-93-226,0.87
ASM 246,student-93-227,0.82
ASM 246,student-93-230,0.84
ASM 246,student-93-256,0.78
ASM 246,student-93-271,0.81
ASM 246,student-94-14,0.82
ASM 246,student-94-226,0.9
ASM 246,student-94-259,0.87
ASM 246,student-94-285,0.8
ASM 246,student-94-373,0.86
ASM 246,student-95-145,0.71
ASM 246,student-95-176,0.72
ASM 246,student-95-220,0.85
ASM 246,student-95-369,0.89
ASM 246,student-96-354,0.82
ASM 246,student-97-234,0.76
ASM 246,student-97-246,0.77
ASM 246,student-97-283,0.93
ASM 246,student-97-288,0.79
ASM 246,student-98-171,0.86
ASM 246,student-98-174,0.89
ASM 246,student-98-192,0.88
ASM 246,student-98-276,0.78
ASM 246,student-98-288,0.93
ASM 246,student-98-360,0.88
ASM 246,student-99-132,0.76
ASM 246,student-99-154,0.91
ASM 246,student-99-204,0.89
ASM 246,student-99-233,0.84
ASM 246,student-99-247,0.86
ASM 246,student-99-301,0.78
ASM 246,student-99-361,0.91
AST 111,student-00-199,0.84
AST 111,student-00-275,0.91
AST 111,student-00-289,0.91
AST 111,student-01-275,0.92
AST 111,student-01-356,0.95
AST 111,student-03-280,0.85
AST 111,student-03-290,0.92
AST 111,student-04-226,0.87
AST 111,student-05-157,0.86
AST 111,student-05-284,0.85
AST 111,student-05-322,0.78
AST 111,student-06-266,0.93
AST 111,student-06-281,0.91
AST 111,student-07-205,0.85
AST 111,student-07-226,0.81
AST 111,student-07-288,0.87
AST 111,student-08-199,0.92
AST 111,student-08-289,0.92
AST 111,student-09-221,0.93
AST 111,student-09-294,0.93
AST 111,student-09-359,0.77
AST 111,student-10-182,0.92
AST 111,student-10-273,0.89
AST 111,student-11-241,0.83
AST 111,student-12-120,0.97
AST 111,student-12-161,0.96
AST 111,student-13-301,0.86
AST 111,student-14-161,0.89
AST 111,student-14-201,0.8
AST 111,student-14-260,0.99
AST 111,student-14-263,0.84
AST 111,student-15-299,0.74
AST 111,student-15-305,0.86
AST 111,student-16-161,0.9
AST 111,student-16-168,0.94
AST 111,student-16-260,0.82
AST 111,student-16-305,0.81
AST 111,student-17-226,0.8
AST 111,student-18-129,0.93
AST 111,student-18-161,0.91
AST 111,student-18-267,0.94
AST 111,student-18-326,0.89
AST 111,student-19-161,0.87
AST 111,student-19-219,0.84
AST 111,student-20-141,0.74
AST 111,student-20-161,0.79
AST 111,student-20-215,0.83
AST 111,student-20-258,0.74
AST 111,student-22-121,0.81
AST 111,student-22-161,0.96
AST 111,student-22-206,0.88
AST 111,student-23-161,0.92
AST 111,student-23-227,0.78
AST 111,student-24-161,0.95
AST 111,student-24-175,0.82
AST 111,student-24-253,0.83
AST 111,student-24-294,0.82
AST 111,student-26-161,0.92
AST 111,student-26-250,0.86
AST 111,student-26-257,0.86
AST 111,student-26-333,0.79
AST 111,student-27-159,0.91
AST 111,student-27-161,0.88
AST 111,student-27-168,0.82
AST 111,student-28-159,0.82
AST 111,student-28-226,0.94
AST 111,student-30-161,0.92
AST 111,student-30-194,0.84
AST 111,student-31-129,0.95
AST 111,student-31-231,0.98
AST 111,student-32-161,0.95
AST 111,student-32-206,0.78
AST 111,student-32-242,0.82
AST 111,student-32-292,0.95
AST 111,student-33-108,0.85
AST 111,student-33-161,0.93
AST 111,student-33-165,0.88
AST 111,student-33-206,0.74
AST 111,student-33-222,0.86
AST 111,student-34-332,0.84
AST 111,student-35-161,0.9
AST 111,student-35-290,0.94
AST 111,student-37-144,0.89
AST 111,student-37-223,0.88
AST 111,student-37-230,0.78
AST 111,student-38-129,0.93
AST 111,student-38-137,0.87
AST 111,student-38-161,0.93
AST 111,student-38-174,0.76
AST 111,student-38-224,0.85
AST 111,student-38-333,0.77
AST 111,student-39-149,0.97
AST 111,student-39-161,0.96
AST 111,student-39-277,0.95
AST 111,student-40-161,0.93
AST 111,student-40-272,0.92
AST 111,student-40-352,0.76
AST 111,student-40-355,0.9
AST 111,student-41-161,0.94
AST 111,student-41-191,0.85
AST 111,student-42-161,0.95
AST 111,student-42-303,0.9
AST 111,student-43-161,0.96
AST 111,student-43-277,0.9
AST 111,student-43-348,0.83
AST 111,student-44-161,0.93
AST 111,student-44-216,0.85
AST 111,student-45-161,0.87
AST 111,student-45-245,0.87
AST 111,student-46-161,0.97
AST 111,student-47-161,0.92
AST 111,student-47-312,0.93
AST 111,student-47-380,0.77
AST 111,student-48-290,0.83
AST 111,student-49-150,0.84
AST 111,student-49-161,0.97
AST 111,student-49-301,0.9
AST 111,student-51-161,0.95
AST 111,student-51-206,0.84
AST 111,student-51-217,0.92
AST 111,student-52-161,0.92
AST 111,student-52-312,0.95
AST 111,student-52-365,0.85
AST 111,student-53-152,0.79
AST 111,student-53-289,0.82
AST 111,student-53-378,0.9
AST 111,student-54-161,0.92
AST 111,student-54-186,0.92
AST 111,student-54-281,0.86
AST 111,student-54-374,0.89
AST 111,student-55-186,0.88
AST 111,student-56-161,0.82
AST 111,student-56-194,0.94
AST 111,student-56-276,0.82
AST 111,student-56-381,0.96
AST 111,student-57-161,0.92
AST 111,student-58-161,0.93
AST 111,student-58-165,0.95
AST 111,student-58-231,0.84
AST 111,student-58-291,0.87
AST 111,student-58-383,0.78
AST 111,student-59-161,0.93
AST 111,student-60-359,0.9
AST 111,student-61-161,0.89
AST 111,student-61-257,0.99
AST 111,student-62-12,0.81
AST 111,student-62-155,0.95
AST 111,student-63-272,0.93
AST 111,student-64-133,0.74
AST 111,student-64-241,0.85
AST 111,student-64-254,0.95
AST 111,student-64-289,0.81
AST 111,student-65-143,0.97
AST 111,student-65-240,0.79
AST 111,student-65-289,0.82
AST 111,student-65-291,0.9
AST 111,student-65-328,0.78
AST 111,student-66-161,0.79
AST 111,student-66-227,0.79
AST 111,student-66-380,0.89
AST 111,student-67-161,0.93
AST 111,student-68-161,0.88
AST 111,student-68-227,0.74
AST 111,student-68-257,0.9
AST 111,student-69-187,0.92
AST 111,student-70-161,0.84
AST 111,student-70-285,0.88
AST 111,student-71-161,0.96
AST 111,student-71-233,0.83
AST 111,student-71-257,0.85
AST 111,student-72-161,0.96
AST 111,student-72-206,0.85
AST 111,student-73-162,0.92
AST 111,student-73-209,0.93
AST 111,student-73-256,0.81
AST 111,student-74-368,0.76
AST 111,student-75-220,0.92
AST 111,student-76-191,0.89
AST 111,student-76-236,0.87
AST 111,student-77-161,1.0
AST 111,student-77-379,0.87
AST 111,student-79-161,0.94
AST 111,student-79-262,0.92
AST 111,student-79-325,0.85
AST 111,student-79-370,0.94
AST 111,student-81-123,0.8
AST 111,student-81-161,0.86
AST 111,student-81-176,0.86
AST 111,student-81-193,0.78
AST 111,student-81-220,0.95
AST 111,student-82-125,0.95
AST 111,student-82-161,0.86
AST 111,student-82-221,0.89
AST 111,student-82-313,0.75
AST 111,student-82-327,0.81
AST 111,student-82-356,0.88
AST 111,student-83-161,0.96
AST 111,student-83-248,0.84
AST 111,student-84-161,0.9
AST 111,student-84-178,0.96
AST 111,student-85-161,0.92
AST 111,student-85-188,0.81
AST 111,student-85-284,0.78
AST 111,student-85-295,0.73
AST 111,student-86-146,0.8
AST 111,student-86-161,0.92
AST 111,student-86-227,0.96
AST 111,student-86-349,0.95
AST 111,student-87-161,1.0
AST 111,student-87-276,0.91
AST 111,student-87-366,0.85
AST 111,student-87-371,0.9
AST 111,student-88-162,0.74
AST 111,student-89-291,0.85
AST 111,student-90-162,0.81
AST 111,student-91-218,0.82
AST 111,student-92-110,0.87
AST 111,student-93-208,0.71
AST 111,student-93-295,0.85
AST 111,student-94-359,0.78
AST 111,student-94-373,0.84
AST 111,student-95-181,0.84
AST 111,student-95-183,0.85
AST 111,student-95-376,0.76
AST 111,student-96-267,0.91
AST 111,student-96-361,0.78
AST 111,student-97-288,0.85
AST 111,student-97-366,0.85
AST 111,student-97-369,0.87
AST 111,student-98-166,0.83
AST 111,student-98-288,0.91
CEE 181,student-01-127,0.98
CEE 181,student-05-227,0.93
CEE 181,student-07-294,0.93
CEE 181,student-08-359,0.93
CEE 181,student-11-236,0.88
CEE 181,student-11-241,0.73
CEE 181,student-11-414,0.75
CEE 181,student-15-299,0.86
CEE 181,student-15-359,0.81
CEE 181,student-16-362,0.91
CEE 181,student-17-247,0.8
CEE 181,student-17-248,0.86
CEE 181,student-18-256,0.74
CEE 181,student-18-405,0.84
CEE 181,student-20-122,0.83
CEE 181,student-20-273,0.85
CEE 181,student-21-411,0.78
CEE 181,student-23-367,0.88
CEE 181,student-24-411,0.76
CEE 181,student-25-165,0.91
CEE 181,student-25-411,0.93
CEE 181,student-26-269,0.86
CEE 181,student-26-333,0.81
CEE 181,student-27-359,0.86
CEE 181,student-28-217,0.72
CEE 181,student-28-369,0.84
CEE 181,student-31-331,0.78
CEE 181,student-32-279,0.66
CEE 181,student-32-320,0.9
CEE 181,student-34-309,0.88
CEE 181,student-34-352,0.66
CEE 181,student-34-379,0.84
CEE 181,student-34-394,0.85
CEE 181,student-37-379,0.78
CEE 181,student-38-129,0.93
CEE 181,student-38-234,0.82
CEE 181,student-39-185,0.76
CEE 181,student-39-227,0.79
CEE 181,student-39-368,0.88
CEE 181,student-43-321,0.93
CEE 181,student-43-381,0.85
CEE 181,student-44-216,0.81
CEE 181,student-45-169,0.9
CEE 181,student-48-147,0.78
CEE 181,student-52-301,0.74
CEE 181,student-56-422,0.73
CEE 181,student-57-369,0.93
CEE 181,student-58-240,0.83
CEE 181,student-59-369,0.93
CEE 181,student-60-359,0.93
CEE 181,student-60-385,0.88
CEE 181,student-61-251,0.72
CEE 181,student-61-369,0.91
CEE 181,student-64-254,0.9
CEE 181,student-71-233,0.91
CEE 181,student-72-295,0.93
CEE 181,student-72-304,0.93
CEE 181,student-73-131,0.66
CEE 181,student-73-412,0.89
CEE 181,student-74-167,0.78
CEE 181,student-77-241,0.72
CEE 181,student-77-271,0.83
CEE 181,student-77-387,0.84
CEE 181,student-78-224,0.71
CEE 181,student-79-370,0.93
CEE 181,student-80-422,0.79
CEE 181,student-81-355,0.96
CEE 181,student-82-356,0.79
CEE 181,student-84-271,0.84
CEE 181,student-88-420,0.94
CEE 181,student-95-271,0.9
CEE 181,student-96-404,0.61
CEE 181,student-97-234,0.68
CEE 181,student-98-384,0.89
CHM 114,student-09-256,0.99
CHM 114,student-14-224,0.7
CHM 114,student-14-348,0.77
CHM 114,student-15-379,0.85
CHM 114,student-16-365,0.8
CHM 114,student-17-102,0.67
CHM 114,student-17-170,0.9
CHM 114,student-24-150,0.73
CHM 114,student-29-131,0.71
CHM 114,student-29-253,0.81
CHM 114,student-32-259,0.89
CHM 114,student-32-356,0.8
CHM 114,student-36-16,0.82
CHM 114,student-36-371,0.91
CHM 114,student-37-212,0.77
CHM 114,student-38-129,0.88
CHM 114,student-38-320,0.87
CHM 114,student-40-371,0.93
CHM 114,student-47-169,0.85
CHM 114,student-47-265,0.97
CHM 114,student-51-365,0.94
CHM 114,student-52-350,0.69
CHM 114,student-53-243,0.68
CHM 114,student-55-359,0.8
CHM 114,student-56-227,0.88
CHM 114,student-59-348,0.91
CHM 114,student-64-333,0.76
CHM 114,student-66-380,0.8
CHM 114,student-67-344,0.82
CHM 114,student-69-166,0.75
CHM 114,student-72-322,0.94
CHM 114,student-74-247,0.68
CHM 114,student-75-295,0.84
CHM 114,student-75-375,0.69
CHM 114,student-76-191,0.86
CHM 114,student-77-378,0.81
CHM 114,student-81-220,0.87
CHM 114,student-82-201,0.69
CHM 114,student-83-278,0.75
CHM 114,student-86-242,0.8
CHM 114,student-88-368,0.85
CIS 105,student-00-126,0.85
CIS 105,student-00-136,0.91
CIS 105,student-01-163,0.9
CIS 105,student-01-212,0.82
CIS 105,student-01-300,0.7
CIS 105,student-01-302,0.95
CIS 105,student-01-349,0.92
CIS 105,student-01-356,0.93
CIS 105,student-02-253,0.81
CIS 105,student-03-13,0.81
CIS 105,student-03-280,0.9
CIS 105,student-04-194,0.84
CIS 105,student-04-205,0.81
CIS 105,student-04-374,0.89
CIS 105,student-05-174,0.85
CIS 105,student-05-270,0.96
CIS 105,student-05-293,0.97
CIS 105,student-05-306,0.81
CIS 105,student-05-322,0.82
CIS 105,student-06-281,0.89
CIS 105,student-06-389,0.91
CIS 105,student-07-199,0.83
CIS 105,student-07-223,0.77
CIS 105,student-07-226,0.81
CIS 105,student-07-256,0.86
CIS 105,student-07-294,0.92
CIS 105,student-07-363,0.9
CIS 105,student-08-160,0.89
